CAAB ID	Scientific Name	Full authority	Common Name	Family	Genus	Specific epithet
37311192	Odontanthias grahami	Randall & Heemtra, 2006		Serranidae	Odontanthias	grahami
37311193	Cephalopholis igarashiensis	Katayama, 1957	[a rockcod]	Serranidae	Cephalopholis	igarashiensis
37311194	Rabaulichthys squirei	Randall & Walsh, 2010	[a temperate bass]	Serranidae	Rabaulichthys	squirei
37312002	Diploprion bifasciatum	Cuvier, 1828	Barred Soapfish	Grammistidae	Diploprion	bifasciatum
37312003	Aulacocephalus temminckii	Bleeker, 1857	Goldribbon Cod	Grammistidae	Aulacocephalus	temminckii
37312005	Belonoperca chabanaudi	Fowler & Bean, 1930	Arrowhead Soapfish	Grammistidae	Belonoperca	chabanaudi
37312006	Grammistes sexlineatus	(Thunberg, 1792)	Lined Soapfish	Grammistidae	Grammistes	sexlineatus
37312007	Grammistops ocellatus	Schultz, 1953	Ocellate Soapfish	Grammistidae	Grammistops	ocellatus
37313001	Pseudochromis quinquedentatus	McCulloch, 1926	Spotted Dottyback	Pseudochromidae	Pseudochromis	quinquedentatus
37313003	Labracinus lineatus	(Castelnau, 1875)	Lined Dottyback	Pseudochromidae	Labracinus	lineatus
37313004	Pseudochromis bitaeniatus	(Fowler, 1931)	Slender Dottyback	Pseudochromidae	Pseudochromis	bitaeniatus
37313005	Pseudochromis flammicauda	Lubbock & Goldman, 1976	Orangetail Dottyback	Pseudochromidae	Pseudochromis	flammicauda
37313006	Pseudochromis fuscus	Müller & Troschel, 1849	Dusky Dottyback	Pseudochromidae	Pseudochromis	fuscus
37313007	Pseudochromis jamesi	Schultz, 1943	Spot-tail Dottyback	Pseudochromidae	Pseudochromis	jamesi
37313008	Pseudochromis marshallensis	Schultz, 1953	Marshall Dottyback	Pseudochromidae	Pseudochromis	marshallensis
37313009	Ogilbyina novaehollandiae	(Steindachner, 1880)	Multicolour Dottyback	Pseudochromidae	Ogilbyina	novaehollandiae
37313010	Pictichromis paccagnellae	(Axelrod, 1973)	Royal Dottyback	Pseudochromidae	Pictichromis	paccagnellae
37313011	Manonichthys paranox	(Lubbock & Goldman, 1976)	Midnight Dottyback	Pseudochromidae	Manonichthys	paranox
37313012	Assiculus punctatus	Richardson, 1846	Bluespotted Dottyback	Pseudochromidae	Assiculus	punctatus
37313013	Cypho purpurascens	(De Vis, 1884)	Lavender Dottyback	Pseudochromidae	Cypho	purpurascens
37313014	Ogilbyina queenslandiae	(Saville-Kent, 1893)	Queensland Dottyback	Pseudochromidae	Ogilbyina	queenslandiae
37313015	Manonichthys splendens	(Fowler, 1931)	Splendid Dottyback	Pseudochromidae	Manonichthys	splendens
37313016	Pseudochromis cyanotaenia	Bleeker, 1857	Yellowhead Dottyback	Pseudochromidae	Pseudochromis	cyanotaenia
37313017	Oxycercichthys veliferus	(Lubbock, 1980)	Longtail Dottyback	Pseudochromidae	Oxycercichthys	veliferus
37313018	Pseudochromis wilsoni	(Whitley, 1929)	Yellowfin Dottyback	Pseudochromidae	Pseudochromis	wilsoni
37313020	Pseudoplesiops howensis	Allen, 1987	Lord Howe Dottyback	Pseudochromidae	Pseudoplesiops	howensis
37313021	Amsichthys knighti	(Allen, 1987)	Bugeye Dottyback	Pseudochromidae	Amsichthys	knighti
37313022	Lubbockichthys multisquamatus	(Allen, 1987)	Finescale Dottyback	Pseudochromidae	Lubbockichthys	multisquamatus
37313024	Pseudoplesiops rosae	Schultz, 1943	Rose Dottyback	Pseudochromidae	Pseudoplesiops	rosae
37313025	Pseudoplesiops typus	Bleeker, 1858	Ringeye Dottyback	Pseudochromidae	Pseudoplesiops	typus
37313026	Labracinus cyclophthalmus	(Müller & Troschel, 1849)	Firetail Dottyback	Pseudochromidae	Labracinus	cyclophthalmus
37313027	Pseudochromis reticulatus	Gill & Woodland, 1992	Reticulate Dottyback	Pseudochromidae	Pseudochromis	reticulatus
37313028	Pseudochromis tapeinosoma	Bleeker, 1853	Blackmargin Dottyback	Pseudochromidae	Pseudochromis	tapeinosoma
37313029	Assiculoides desmonotus	Gill & Hutchins, 1997	Bondfin Dottyback	Pseudochromidae	Assiculoides	desmonotus
37313030	Pseudochromis howsoni	Allen, 1995	Howson's Dottyback	Pseudochromidae	Pseudochromis	howsoni
37313031	Pseudoplesiops immaculatus	Gill & Edwards, 2002	Immaculate Dottyback	Pseudochromidae	Pseudoplesiops	immaculatus
37313032	Pseudoplesiops wassi	Gill & Edwards, 2003	Fleckfin Dottyback	Pseudochromidae	Pseudoplesiops	wassi
37313033	Pictichromis coralensis	Gill, 2003	Bicoloured Dottyback	Pseudochromidae	Pictichromis	coralensis
37313034	Pseudochromis andamanensis	Lubbock, 1980	Sunset Dottyback	Pseudochromidae	Pseudochromis	andamanensis
37314001	Aporops bilinearis	Schultz, 1943	Blotched Podge	Pseudogrammatidae	Aporops	bilinearis
37314002	Pseudogramma polyacanthum	(Bleeker, 1856)	Honeycomb Podge	Pseudogrammatidae	Pseudogramma	polyacanthum
37314003	Pseudogramma astigmum	Randall & Baldwin, 1997	Spotless Podge	Pseudogrammatidae	Pseudogramma	astigmum
37314004	Suttonia lineata	Gosline, 1960	Freckleface Podge	Pseudogrammatidae	Suttonia	lineata
37316001	Trachinops caudimaculatus	McCoy, 1890	Southern Hulafish	Plesiopidae	Trachinops	caudimaculatus
37316003	Assessor flavissimus	Allen & Kuiter, 1976	Yellow Scissortail	Plesiopidae	Assessor	flavissimus
37316004	Assessor macneilli	Whitley, 1935	Blue Scissortail	Plesiopidae	Assessor	macneilli
37316005	Calloplesiops altivelis	(Steindachner, 1903)	Comet	Plesiopidae	Calloplesiops	altivelis
37316006	Fraudella carassiops	Whitley, 1935	Carp Prettyfin	Plesiopidae	Fraudella	carassiops
37316007	Paraplesiops alisonae	Hoese & Kuiter, 1984	Alison's Blue Devil	Plesiopidae	Paraplesiops	alisonae
37316008	Paraplesiops bleekeri	(Günther, 1861)	Eastern Blue Devil	Plesiopidae	Paraplesiops	bleekeri
37316009	Paraplesiops meleagris	(Peters, 1869)	Southern Blue Devil	Plesiopidae	Paraplesiops	meleagris
37316010	Paraplesiops poweri	Ogilby, 1908	Northern Blue Devil	Plesiopidae	Paraplesiops	poweri
37316011	Paraplesiops sinclairi	Hutchins, 1987	Western Blue Devil	Plesiopidae	Paraplesiops	sinclairi
37316012	Plesiops verecundus	Mooi, 1995	Redtip Longfin	Plesiopidae	Plesiops	verecundus
37316013	Plesiops coeruleolineatus	Rüppell, 1835	Coral Devil	Plesiopidae	Plesiops	coeruleolineatus
37316015	Steeneichthys plesiopsus	Allen & Randall, 1985	Steene's Prettyfin	Plesiopidae	Steeneichthys	plesiopsus
37316016	Trachinops brauni	Allen, 1977	Bluelined Hulafish	Plesiopidae	Trachinops	brauni
37316017	Trachinops noarlungae	Glover, 1974	Yellowhead Hulafish	Plesiopidae	Trachinops	noarlungae
37316018	Trachinops taeniatus	Günther, 1861	Eastern Hulafish	Plesiopidae	Trachinops	taeniatus
37316019	Plesiops genaricus	Mooi & Randall, 1991	Cheekveil Longfin	Plesiopidae	Plesiops	genaricus
37316020	Plesiops gracilis	Mooi & Randall, 1991	Threadfin Longfin	Plesiopidae	Plesiops	gracilis
37316021	Plesiops insularis	Mooi & Randall, 1991	Island Longfin	Plesiopidae	Plesiops	insularis
37319001	Beliops xanthokrossos	Hardy, 1985	Southern Longfin	Acanthoclinidae	Beliops	xanthokrossos
37319002	Belonepterygion fasciolatum	(Ogilby, 1889)	Barred Spiny Basslet	Acanthoclinidae	Belonepterygion	fasciolatum
37320001	Glaucosoma buergeri	Richardson, 1845	Northern Pearl Perch	Glaucosomatidae	Glaucosoma	buergeri
37320002	Glaucosoma magnificum	(Ogilby, 1915)	Threadfin Pearl Perch	Glaucosomatidae	Glaucosoma	magnificum
37320003	Glaucosoma scapulare	Ramsay, 1881	Pearl Perch	Glaucosomatidae	Glaucosoma	scapulare
37320004	Glaucosoma hebraicum	Richardson, 1845	West Australian Dhufish	Glaucosomatidae	Glaucosoma	hebraicum
37321001	Pelates quadrilineatus	(Bloch, 1790)	Fourline Striped Grunter	Terapontidae	Pelates	quadrilineatus
37321002	Terapon jarbua	(Forsskål, 1775)	Crescent Grunter	Terapontidae	Terapon	jarbua
37321003	Terapon theraps	(Cuvier, 1829)	Largescale Grunter	Terapontidae	Terapon	theraps
37321005	Pelates sexlineatus	(Quoy & Gaimard, 1824)	Eastern Striped Grunter	Terapontidae	Pelates	sexlineatus
37321006	Terapon puta	(Cuvier, 1829)	Spinycheek Grunter	Terapontidae	Terapon	puta
37321007	Amniataba caudavittata	(Richardson, 1845)	Yellowtail Grunter	Terapontidae	Amniataba	caudavittata
37321019	Mesopristes argenteus	(Cuvier, 1829)	Silver Grunter	Terapontidae	Mesopristes	argenteus
37321020	Pelates octolineatus	(Jenyns, 1840)	Western Striped Grunter	Terapontidae	Pelates	octolineatus
37321021	Pelsartia humeralis	(Ogilby, 1899)	Sea Trumpeter	Terapontidae	Pelsartia	humeralis
37322001	Banjos banjos	(Richardson, 1846)	Banjofish	Banjosidae	Banjos	banjos
37323003	Kuhlia munda	(De Vis, 1884)	Silver Flagtail	Kuhliidae	Kuhlia	munda
37323004	Kuhlia rupestris	(Lacépède, 1802)	Jungle Perch	Kuhliidae	Kuhlia	rupestris
37323005	Kuhlia mugil	(Forster, 1801)	Fivebar Flagtail	Kuhliidae	Kuhlia	mugil
37323010	Kuhlia marginata	(Cuvier, 1829)	Spotted Flagtail	Kuhliidae	Kuhlia	marginata
37326001	Priacanthus macracanthus	Cuvier, 1829	Spotted Bigeye	Priacanthidae	Priacanthus	macracanthus
37326002	Cookeolus japonicus	(Cuvier, 1829)	Longfin Bigeye	Priacanthidae	Cookeolus	japonicus
37326003	Priacanthus tayenus	Richardson, 1846	Purplespotted Bigeye	Priacanthidae	Priacanthus	tayenus
37326005	Priacanthus hamrur	(Forsskål, 1775)	Lunartail Bigeye	Priacanthidae	Priacanthus	hamrur
37326006	Pristigenys niphonia	(Cuvier, 1829)	Whiteband Bigeye	Priacanthidae	Pristigenys	niphonia
37326008	Heteropriacanthus cruentatus	(Lacépède, 1801)	Blotched Bigeye	Priacanthidae	Heteropriacanthus	cruentatus
37326009	Priacanthus sagittarius	Starnes, 1988	Arrowfin Bigeye	Priacanthidae	Priacanthus	sagittarius
37326011	Priacanthus fitchi	Starnes, 1988	Deepsea Bigeye	Priacanthidae	Priacanthus	fitchi
37326012	Priacanthus blochii	Bleeker, 1853	Glasseye	Priacanthidae	Priacanthus	blochii
37327001	Epigonus lenimen	(Whitley, 1935)	Bigeye Deepsea Cardinalfish	Epigonidae	Epigonus	lenimen
37327002	Dinolestes lewini	(Griffith, 1834)	Longfin Pike	Dinolestidae	Dinolestes	lewini
37327004	Apogon semilineatus	Schlegel, 1843	Blacktip Cardinalfish	Apogonidae	Apogon	semilineatus
37327005	Apogonichthyoides brevicaudatus	(Weber, 1909)	Manyband Cardinalfish	Apogonidae	Apogonichthyoides	brevicaudatus
37327009	Apogonichthyoides nigripinnis	(Cuvier, 1828)	Two-eye Cardinalfish	Apogonidae	Apogonichthyoides	nigripinnis
37327010	Epigonus denticulatus	Dieuzeide, 1950	White Deepsea Cardinalfish	Epigonidae	Epigonus	denticulatus
37327012	Apogon septemstriatus	Günther, 1880	Sevenband Cardinalfish	Apogonidae	Apogon	septemstriatus
37327013	Apogon truncatus	Bleeker, 1854	Flagfin Cardinalfish	Apogonidae	Apogon	truncatus
37327014	Apogon albimaculosus	Kailola, 1976	Creamspotted Cardinalfish	Apogonidae	Apogon	albimaculosus
37327016	Apogon melanopus	Weber, 1911	Monster Cardinalfish	Apogonidae	Apogon	melanopus
37327017	Siphamia roseigaster	(Ogilby, 1886)	Pinkbreast Siphonfish	Apogonidae	Siphamia	roseigaster
37327018	Epigonus robustus	(Barnard, 1927)	Robust Deepsea Cardinalfish	Epigonidae	Epigonus	robustus
37327019	Apogon novemfasciatus	Cuvier, 1828	Nineline Cardinalfish	Apogonidae	Apogon	novemfasciatus
37327020	Apogon aureus	(Lacépède, 1802)	Ringtail Cardinalfish	Apogonidae	Apogon	aureus
37327021	Siphamia versicolor	(Smith & Radcliffe, 1911)	Urchin Cardinalfish	Apogonidae	Siphamia	versicolor
37327022	Rhabdamia gracilis	(Bleeker, 1856)	Slender Cardinalfish	Apogonidae	Rhabdamia	gracilis
37327024	Apogon argyrogaster	Weber, 1909	Silvermouth Siphonfish	Apogonidae	Apogon	argyrogaster
37327026	Apogon poecilopterus	Cuvier, 1828	Pearlyfin Cardinalfish	Apogonidae	Apogon	poecilopterus
37327027	Apogon carinatus	Cuvier, 1828	Ocellate Cardinalfish	Apogonidae	Apogon	carinatus
37327028	Apogon cavitiensis	(Jordan & Seale, 1907)	Whiteline Cardinalfish	Apogonidae	Apogon	cavitiensis
37327032	Siphamia cephalotes	(Castelnau, 1875)	Wood's Siphonfish	Apogonidae	Siphamia	cephalotes
37327033	Vincentia conspersa	(Klunzinger, 1872)	Southern Cardinalfish	Apogonidae	Vincentia	conspersa
37327034	Vincentia novaehollandiae	(Valenciennes, 1832)	Eastern Gobbleguts	Apogonidae	Vincentia	novaehollandiae
37327035	Epigonus telescopus	(Risso, 1810)	Black Deepsea Cardinalfish	Epigonidae	Epigonus	telescopus
37327036	Howella sherborni	(Norman, 1930)	Sherborn's Pelagic Bass	Howellidae	Howella	sherborni
37327037	Howella brodiei	Ogilby, 1899	Southern Pelagic Bass	Howellidae	Howella	brodiei
37327039	Apogon hyalosoma	Bleeker, 1852	Mangrove Cardinalfish	Apogonidae	Apogon	hyalosoma
37327040	Apogon rueppellii	Günther, 1859	Western Gobbleguts	Apogonidae	Apogon	rueppellii
37327042	Apogon angustatus	(Smith & Radcliffe, 1911)	Broadstripe Cardinalfish	Apogonidae	Apogon	angustatus
37327043	Apogon apogonides	(Bleeker, 1856)	Plain Cardinalfish	Apogonidae	Apogon	apogonides
37327044	Apogon atrogaster	(Smith & Radcliffe, 1911)	Blackbelly Cardinalfish	Apogonidae	Apogon	atrogaster
37327046	Apogon lateralis	Valenciennes, 1832	Pinstripe Cardinalfish	Apogonidae	Apogon	lateralis
37327047	Apogon chrysotaenia	Bleeker, 1851	Yellowlined Cardinalfish	Apogonidae	Apogon	chrysotaenia
37327049	Apogon compressus	(Smith & Radcliffe, 1911)	Blue-eye Cardinalfish	Apogonidae	Apogon	compressus
37327050	Apogon cookii	Macleay, 1881	Cook's Cardinalfish	Apogonidae	Apogon	cookii
37327051	Apogon crassiceps	Garman, 1903	Ruby Cardinalfish	Apogonidae	Apogon	crassiceps
37327052	Apogon cyanosoma	Bleeker, 1853	Orangelined Cardinalfish	Apogonidae	Apogon	cyanosoma
37327053	Apogon doederleini	Jordan & Snyder, 1901	Fourline Cardinalfish	Apogonidae	Apogon	doederleini
37327054	Apogon endekataenia	(Bleeker, 1852)	Candystripe Cardinalfish	Apogonidae	Apogon	endekataenia
37327055	Apogon evermanni	Jordan & Snyder, 1904	Cave Cardinalfish	Apogonidae	Apogon	evermanni
37327056	Apogon exostigma	(Jordan & Starks, 1906)	Oneline Cardinalfish	Apogonidae	Apogon	exostigma
37327057	Apogon fraenatus	Valenciennes, 1832	Spinyeye Cardinalfish	Apogonidae	Apogon	fraenatus
37327058	Zoramia viridiventer	Greenfield, Langston & Randall, 2005	Fragile Cardinalfish	Apogonidae	Zoramia	viridiventer
37327059	Nectamia fusca	(Quoy & Gaimard, 1825)	Ghost Cardinalfish	Apogonidae	Nectamia	fusca
37327062	Apogon hoevenii	Bleeker, 1854	Frostfin Cardinalfish	Apogonidae	Apogon	hoevenii
37327063	Apogon kallopterus	Bleeker, 1856	Spinyhead Cardinalfish	Apogonidae	Apogon	kallopterus
37327065	Zoramia leptacantha	(Bleeker, 1856)	Longspine Cardinalfish	Apogonidae	Zoramia	leptacantha
37327066	Apogon limenus	Randall & Hoese, 1988	Sydney Cardinalfish	Apogonidae	Apogon	limenus
37327067	Apogon monospilus	Fraser, Randall & Allen, 2002	Moluccan Cardinalfish	Apogonidae	Apogon	monospilus
37327068	Apogon nigrofasciatus	Lachner, 1953	Blackstriped Cardinalfish	Apogonidae	Apogon	nigrofasciatus
37327069	Apogon jenkinsi	(Evermann & Seale, 1907)	Spotnape Cardinalfish	Apogonidae	Apogon	jenkinsi
37327070	Apogonichthyoides opercularis	(Macleay, 1878)	Pearlycheek Cardinalfish	Apogonidae	Apogonichthyoides	opercularis
37327071	Apogon pallidofasciatus	Allen, 1987	Palestriped Cardinalfish	Apogonidae	Apogon	pallidofasciatus
37327072	Apogon properuptus	(Whitley, 1964)	Coral Cardinalfish	Apogonidae	Apogon	properuptus
37327073	Apogon thermalis	Cuvier, 1829	Sangi Cardinalfish	Apogonidae	Apogon	thermalis
37327074	Apogon semiornatus	Peters, 1876	Halfband Cardinalfish	Apogonidae	Apogon	semiornatus
37327075	Apogon taeniophorus	Regan, 1908	Pearly-line Cardinalfish	Apogonidae	Apogon	taeniophorus
37327076	Apogon talboti	Smith, 1961	Flame Cardinalfish	Apogonidae	Apogon	talboti
37327077	Apogonichthyoides timorensis	(Bleeker, 1854)	Timor Cardinalfish	Apogonidae	Apogonichthyoides	timorensis
37327078	Apogon trimaculatus	Cuvier, 1828	Threespot Cardinalfish	Apogonidae	Apogon	trimaculatus
37327079	Apogon victoriae	Günther, 1859	Western Striped Cardinalfish	Apogonidae	Apogon	victoriae
37327080	Apogonichthys ocellatus	Weber, 1913	Ocellate Cardinalfish	Apogonidae	Apogonichthys	ocellatus
37327081	Apogonichthys perdix	Bleeker, 1854	Perdix Cardinalfish	Apogonidae	Apogonichthys	perdix
37327082	Archamia fucata	(Cantor, 1849)	Painted Cardinalfish	Apogonidae	Archamia	fucata
37327083	Archamia leai	Waite, 1916	Lea's Cardinalfish	Apogonidae	Archamia	leai
37327084	Archamia biguttata	Lachner, 1951	Blackspot Cardinalfish	Apogonidae	Archamia	biguttata
37327085	Archamia zosterophora	(Bleeker, 1856)	Girdled Cardinalfish	Apogonidae	Archamia	zosterophora
37327086	Cheilodipterus artus	Smith, 1961	Wolf Cardinalfish	Apogonidae	Cheilodipterus	artus
37327089	Cheilodipterus macrodon	(Lacépède, 1801)	Tiger Cardinalfish	Apogonidae	Cheilodipterus	macrodon
37327090	Cheilodipterus quinquelineatus	Cuvier, 1828	Fiveline Cardinalfish	Apogonidae	Cheilodipterus	quinquelineatus
37327091	Cheilodipterus singapurensis	Bleeker, 1859	Singapore Cardinalfish	Apogonidae	Cheilodipterus	singapurensis
37327092	Cheilodipterus parazonatus	Gon, 1993	Mimic Cardinalfish	Apogonidae	Cheilodipterus	parazonatus
37327093	Epigonus macrops	(Brauer, 1906)	Luminous Deepsea Cardinalfish	Epigonidae	Epigonus	macrops
37327094	Foa brachygramma	(Jenkins, 1903)	Harbour Cardinalfish	Apogonidae	Foa	brachygramma
37327095	Foa fo	Jordan & Seale, 1906	Samoan Cardinalfish	Apogonidae	Foa	fo
37327096	Fowleria vaiulae	(Jordan & Seale, 1906)	Dwarf Cardinalfish	Apogonidae	Fowleria	vaiulae
37327098	Fowleria aurita	(Valenciennes, 1831)	Crosseye Cardinalfish	Apogonidae	Fowleria	aurita
37327099	Fowleria marmorata	(Alleyne & Macleay, 1877)	Ear Cardinalfish	Apogonidae	Fowleria	marmorata
37327101	Fowleria variegata	(Valenciennes, 1832)	Variegated Cardinalfish	Apogonidae	Fowleria	variegata
37327103	Gymnapogon annona	(Whitley, 1936)	Naked Cardinalfish	Apogonidae	Gymnapogon	annona
37327104	Gymnapogon urospilotus	Lachner, 1953	Tailspot Cardinalfish	Apogonidae	Gymnapogon	urospilotus
37327105	Neamia octospina	Smith & Radcliffe, 1912	Eightspine Cardinalfish	Apogonidae	Neamia	octospina
37327106	Pseudamia amblyuroptera	(Bleeker, 1856)	Whitejaw Cardinalfish	Apogonidae	Pseudamia	amblyuroptera
37327107	Pseudamia gelatinosa	Smith, 1955	Gelatinous Cardinalfish	Apogonidae	Pseudamia	gelatinosa
37327108	Pseudamia hayashii	Randall, Lachner & Fraser, 1985	Hayashi's Cardinalfish	Apogonidae	Pseudamia	hayashii
37327109	Pseudamia nigra	Allen, 1992	Estuary Cardinalfish	Apogonidae	Pseudamia	nigra
37327110	Pseudamiops gracilicauda	(Lachner, 1953)	Slendertail Cardinalfish	Apogonidae	Pseudamiops	gracilicauda
37327111	Pterapogon mirifica	(Mees, 1966)	Sailfin Cardinalfish	Apogonidae	Pterapogon	mirifica
37327112	Rhabdamia cypselurus	Weber, 1909	Schooling Cardinalfish	Apogonidae	Rhabdamia	cypselurus
37327113	Cercamia eremia	(Allen, 1987)	Glassy Cardinalfish	Apogonidae	Cercamia	eremia
37327114	Rosenblattia robusta	Mead & De Falla, 1965	Stout Cardinalfish	Epigonidae	Rosenblattia	robusta
37327115	Siphamia cuneiceps	Whitley, 1941	Wedgehead Siphonfish	Apogonidae	Siphamia	cuneiceps
37327116	Siphamia guttulata	(Alleyne & Macleay, 1877)	Speckled Siphonfish	Apogonidae	Siphamia	guttulata
37327117	Siphamia zaribae	Whitley, 1959	Striped Siphonfish	Apogonidae	Siphamia	zaribae
37327118	Siphamia tubulata	(Weber, 1909)	Pipe Siphonfish	Apogonidae	Siphamia	tubulata
37327119	Sphaeramia nematoptera	(Bleeker, 1856)	Pajama Cardinalfish	Apogonidae	Sphaeramia	nematoptera
37327120	Vincentia badia	Allen, 1987	Scarlet Cardinalfish	Apogonidae	Vincentia	badia
37327121	Apogonichthyoides chrysurus	(Ogilby, 1889)	Golden Cardinalfish	Apogonidae	Apogonichthyoides	chrysurus
37327122	Vincentia macrocauda	Allen, 1987	Smooth Cardinalfish	Apogonidae	Vincentia	macrocauda
37327123	Vincentia punctata	(Klunzinger, 1880)	Orange Cardinalfish	Apogonidae	Vincentia	punctata
37327125	Apogon capricornis	Allen & Randall, 1993	Capricorn Cardinalfish	Apogonidae	Apogon	capricornis
37327126	Apogon flavus	Allen & Randall, 1993	Yellow Cardinalfish	Apogonidae	Apogon	flavus
37327129	Apogonichthyoides atripes	(Ogilby, 1916)	bullseye cardinalfish	Apogonidae	Apogonichthyoides	atripes
37327131	Apogon sealei	(Fowler, 1918)	Cheekbar Cardinalfish	Apogonidae	Apogon	sealei
37327132	Apogon kiensis	Jordan & Snyder, 1901	Rifle Cardinalfish	Apogonidae	Apogon	kiensis
37327133	Apogon melas	Bleeker, 1848	Black Cardinalfish	Apogonidae	Apogon	melas
37327135	Apogon unitaeniatus	Allen, 1995	Singlestripe Cardinalfish	Apogonidae	Apogon	unitaeniatus
37327138	Cheilodipterus intermedius	Gon, 1993	Intermediate Cardinalfish	Apogonidae	Cheilodipterus	intermedius
37327139	Gymnapogon vanderbilti	(Fowler, 1938)	Vanderbilt's Cardinalfish	Apogonidae	Gymnapogon	vanderbilti
37327141	Paxton concilians	Baldwin & Johnson, 1999	Paxton's Cardinalfish	Apogonidae	Paxton	concilians
37327142	Apogon rubrimacula	Randall & Kulbicki, 1998	Redspot Cardinalfish	Apogonidae	Apogon	rubrimacula
37327143	Zoramia gilberti	(Jordan & Seale, 1905)	Gilbert's Cardinalfish	Apogonidae	Zoramia	gilberti
37327144	Zoramia perlita	(Fraser & Lachner, 1985)	Pearly Cardinalfish	Apogonidae	Zoramia	perlita
37327145	Gymnapogon philippinus	(Herre, 1939)	Philippine Cardinalfish	Apogonidae	Gymnapogon	philippinus
37327146	Apogon cladophilos	Allen & Randall, 2002	Shelter Cardinalfish	Apogonidae	Apogon	cladophilos
37327147	Apogon doryssa	(Jordan & Seale, 1906)	Night Cardinalfish	Apogonidae	Apogon	doryssa
37327148	Apogon fleurieu	(Lacépède, 1802)	Bullseye Cardinalfish	Apogonidae	Apogon	fleurieu
37327149	Apogon hartzfeldii	Bleeker, 1852	Silverlined Cardinalfish	Apogonidae	Apogon	hartzfeldii
37327150	Apogon neotes	Allen, Kuiter & Randall, 1994	Mini Cardinalfish	Apogonidae	Apogon	neotes
37327151	Apogon rhodopterus	Bleeker, 1852	Twobar Cardinalfish	Apogonidae	Apogon	rhodopterus
37327152	Apogon selas	Randall & Hayashi, 1990	Meteor Cardinalfish	Apogonidae	Apogon	selas
37327153	Apogon unicolor	Döderlein, 1883	Big Red Cardinalfish	Apogonidae	Apogon	unicolor
37327154	Apogon wassinki	Bleeker, 1861	Kupang Cardinalfish	Apogonidae	Apogon	wassinki
37327155	Cheilodipterus isostigmus	(Schultz, 1940)	Toothy Cardinalfish	Apogonidae	Cheilodipterus	isostigmus
37327156	Epigonus occidentalis	Goode & Bean, 1896	Western Deepsea Cardinalfish	Epigonidae	Epigonus	occidentalis
37327157	Archamia bleekeri	(Günther, 1859)	Gon's Cardinalfish	Apogonidae	Archamia	bleekeri
37327158	Apogon fasciatus	(White, 1790)	[a cardinalfish]	Apogonidae	Apogon	fasciatus
37327159	Siphamia fuscolineata	Lachner, 1953	Crown-of-Thorns Cardinalfish	Apogonidae	Siphamia	fuscolineata
37327160	Apogon bryx	Fraser, 1998	Offshore Cardinalfish	Apogonidae	Apogon	bryx
37327161	Neamia articycla	Fraser & Allen, 2006	[a cardinalfish]	Apogonidae	Neamia	articycla
37327162	Nectamia luxuria	Fraser, 2008	[a cardinalfish]	Apogonidae	Nectamia	luxuria
37327163	Nectamia savayensis	(Günther, 1872)	[a cardinalfish]	Apogonidae	Nectamia	savayensis
37327164	Nectamia viria	Fraser, 2008	[a cardinalfish]	Apogonidae	Nectamia	viria
37327165	Apogon caudicinctus	Randall & Smith, 1988	[a cardinalfish]	Apogonidae	Apogon	caudicinctus
37327166	Apogonichthyoides umbratilis	Fraser & Allen, 2010	[a cardinalfish]	Apogonidae	Apogonichthyoides	umbratilis
37327167	Apogon chrysopomus	Bleeker, 1854	[a cardinalfish]	Apogonidae	Apogon	chrysopomus
37327168	Apogonichthyoides miniatus	Fraser, 2010	[a cardinalfish]	Apogonidae	Apogonichthyoides	miniatus
37327169	Sphyraenops bairdianus	Poey, 1861	Triplespine Deepwater Cardinalfish	Epigonidae	Sphyraenops	bairdianus
37327170	Fowleria isostigma	(Jordan & Seale 1906)	[a cardinalfish]	Apogonidae	Fowleria	isostigma
37327171	Foa nivosa	Fraser & Randall, 2011	[a cardinalfish]	Apogonidae	Foa	nivosa
37330001	Sillaginodes punctata	(Cuvier, 1829)	King George Whiting	Sillaginidae	Sillaginodes	punctata
37330002	Sillago bassensis	Cuvier, 1829	Southern School Whiting	Sillaginidae	Sillago	bassensis
37330003	Sillago analis	Whitley, 1943	Goldenline Whiting	Sillaginidae	Sillago	analis
37330004	Sillago burrus	Richardson, 1842	Western Trumpeter Whiting	Sillaginidae	Sillago	burrus
37330005	Sillago robusta	Stead, 1908	Stout Whiting	Sillaginidae	Sillago	robusta
37330006	Sillago sihama	(Forsskål, 1775)	Northern Whiting	Sillaginidae	Sillago	sihama
37330007	Sillago lutea	McKay, 1985	Mud Whiting	Sillaginidae	Sillago	lutea
37330009	Sillago ingenuua	McKay, 1985	Bay Whiting	Sillaginidae	Sillago	ingenuua
37330010	Sillago ciliata	Cuvier, 1829	Sand Whiting	Sillaginidae	Sillago	ciliata
37330012	Sillago schomburgkii	Peters, 1865	Yellowfin Whiting	Sillaginidae	Sillago	schomburgkii
37330013	Sillago vittata	McKay, 1985	Western School Whiting	Sillaginidae	Sillago	vittata
37330014	Sillago flindersi	McKay, 1985	Eastern School Whiting	Sillaginidae	Sillago	flindersi
37330015	Sillago maculata	Quoy & Gaimard, 1824	Trumpeter Whiting	Sillaginidae	Sillago	maculata
37331001	Branchiostegus sawakinensis	Amirthalingam, 1969	Freckled Tilefish	Malacanthidae	Branchiostegus	sawakinensis
